"基金经理","年化Alpha","最大回撤","波动率","夏普Sharp","重仓股集中度","重行业集中度","总交易日","任职时间","规模中间值","规模最大值","成长Alpha","成长天数","价值Alpha","价值天数","牛市Alpha","牛市天数","熊市Alpha","熊市天数"
"袁玮",0.11273514838134363,-0.1333,0.11264812752328292,1.0007725015938922,46.79192900657654,63.51763725280762,430,"20160411-20180110",31891361.37,482555358.18,nan,0,0.11273514838134363,430,0.11273514838134363,430,nan,0
"袁航",0.04850838657850453,-0.2114,0.23746441819425512,0.20427644253979468,48.11625146865845,79.43414910634358,780,"20141104-20180110",386918991.97,1493154023.81,nan,112,0.025322382687606133,668,0.014984611911310005,624,0.18260348524728262,156
"袁芳",0.21047251184156987,-0.0999,0.2055751648954354,1.0238226584841874,34.195561456680295,64.56132640838624,496,"20151230-20180110",266486934.13,430307505.4,nan,0,0.21047251184156987,496,0.08170044562091085,476,nan,20
"詹成",-0.0028555592847955133,-0.0668,0.0758590148639975,-0.03764297875361356,nan,nan,127,"20170707-20180110",506230706.09,685670630.36,nan,0,-0.0028555592847955133,127,-0.0028555592847955133,127,nan,0
"许一尊",0.022048618887940498,-0.1292,0.08049619619346782,0.27390882961659396,9.80207747220993,69.17465702692668,522,"20151124-20180110",1637875359.41,1759076604.95,nan,0,0.022048618887940498,522,0.007838086116049666,476,nan,46
"许俊哲",-0.039315800700439225,-0.2868,0.27369764282972164,-0.14364683704966788,37.308851540088654,79.42000135779381,673,"20150414-20180110",1840870066.87,5418692990.52,nan,47,-0.010698583125458433,626,-0.053241541728477414,517,0.006835533347610444,156
"许定晴",nan,-0.0425,0.050496506624138654,nan,nan,nan,44,"20171108-20180110",61105593.45,146149864.63,nan,0,nan,44,nan,44,nan,0
"许杰",-0.005977441900731533,-0.3877,0.24523723008917783,-0.024374120921843316,40.70764859984903,73.01728720664978,1215,"20100208-20180110",201616802.92000002,3045127067.35,-0.18221056261350072,315,0.055704150348737554,900,-0.044193797582945456,658,0.03916862998238642,557
"谢书英",-0.0901046021411183,-0.2151,0.17687131051734006,-0.5094359389183395,44.16282730102539,51.66120119094849,477,"20160127-20180110",56142683.03,245577986.82,nan,0,-0.0901046021411183,477,-0.09029389752376771,476,nan,1
"谢天翎",0.0428535601988844,-0.1958,0.23743370429320662,0.1804864238902013,29.96500653028488,46.510556280612946,292,"20150415-20160622",5929529094.31,12118579081.74,nan,46,0.18008010545713876,246,-0.2227164035436054,136,0.27437609269233704,156
"谢屹",0.017595625305609736,-0.1125,0.17737274694120167,0.09920140274673996,11.244794809818268,75.52734155654908,510,"20151210-20180110",108389383.56,280366066.97,nan,0,0.017595625305609736,510,-0.018215967672943097,476,nan,34
"谢泽林",nan,-0.0139,0.033922818922117744,nan,nan,nan,60,"20171017-20180110",2064948141.96,2064948141.96,nan,0,nan,60,nan,60,nan,0
"谭丽",0.3516946303892078,-0.0605,0.10693053095826467,3.2890010667437473,63.849509477615356,84.34476804733276,187,"20170411-20180110",1959454020.63,4355840424.965,nan,0,0.3516946303892078,187,0.3516946303892078,187,nan,0
"谭冬寒",0.003383723004105721,-0.1002,0.0990890650762983,0.03414829882086649,57.6724169254303,84.60075902938843,329,"20160902-20180110",3852883461.99,4238053581.96,nan,0,0.003383723004105721,329,0.003383723004105721,329,nan,0
"谭志强",0.03814870669402321,-0.2125,0.2577672688619435,0.14799670595282258,45.22092489401499,66.23556407292683,592,"20150807-20180110",922571818.19,1927625243.9,nan,0,0.03814870669402321,592,-0.023001246385016785,476,nan,116
"贾成东",0.20043071092759984,-0.069,0.11598810477044072,1.728028157062181,52.16930639743805,84.64864087104797,250,"20161231-20180110",446555549.09,533419449.02,nan,0,0.20043071092759984,250,0.20043071092759984,250,nan,0
"贾殿村",0.09596267085308195,-0.1796,0.1945873455928972,0.49315987409504375,44.43434472878774,68.07890804608662,329,"20141227-20160505",72101445.62,829081586.96,nan,112,0.08604056490375307,217,0.15422239628157774,173,0.031354129191994005,156
"赵伟",-0.060057942403639174,-0.065,0.07370636957117724,-0.8148270326303623,64.87695026397705,nan,140,"20170620-20180110",1411212150.89,1556785412.06,nan,0,-0.060057942403639174,140,-0.060057942403639174,140,nan,0
"赵大年",-0.062292268175695956,-0.1946,0.07306058290554694,-0.8526111577323122,7.637696638703346,64.30006003379822,419,"20160426-20180110",3272970431.96,3387974366.35,nan,0,-0.062292268175695956,419,-0.062292268175695956,419,nan,0
"赵宇",0.07015420138559658,-0.0298,0.03639867432163838,1.9273834196728183,19.29148421684901,64.5495228767395,255,"20160727-20170811",550171653.58,660549451.48,nan,0,0.07015420138559658,255,0.07015420138559658,255,nan,0
"赵宏宇",-0.10236537109170372,-0.2028,0.15632218762477723,-0.6548358403057475,28.988965392112732,78.6111847559611,312,"20160203-20170518",162219480.66,332476665.65,nan,0,-0.10236537109170372,312,-0.10236537109170372,312,nan,0
"赵强",0.10308674219709743,-0.0704,0.05516844210647686,1.8685817155782054,27.696829557418823,74.75684690475464,162,"20170517-20180110",1023829726.08,1073133300.67,nan,0,0.10308674219709743,162,0.10308674219709743,162,nan,0
"赵晓东",0.08540058586794544,-0.265,0.28852432959497365,0.29599093424055284,47.94861217548973,78.97943075497945,1737,"20101123-20180110",1441889083.35,3166995501.84,-0.01643786338319559,529,0.12999705909133402,1208,0.012379389182614754,1087,0.20751449478633663,650
"赵菲",-0.07039671705889548,-0.1097,0.07420851496626096,-0.9486339551586699,nan,nan,162,"20170517-20180110",121160722.58,122412543.14,nan,0,-0.07039671705889548,162,-0.07039671705889548,162,nan,0
"赵蓓",-0.023170528028804014,-0.2139,0.24103488323610647,-0.09612935570868077,57.24292404563338,75.8308707828875,770,"20141118-20180110",1652733177.216667,4920385190.795,nan,112,-0.08415118771402855,658,0.007548247485853669,614,-0.1440764778108541,156
"赵雪芹",nan,-0.0443,0.021245435204670055,nan,nan,nan,12,"20171222-20180110",310325301.07,310492251.25,nan,0,nan,12,nan,12,nan,0
"赵鹏程",0.10212507431798523,-0.097,0.15604348543220578,0.6544654782294914,48.98889640967051,nan,356,"20160727-20180110",1223819751.2,1669479538.0,nan,0,0.10212507431798523,356,0.10212507431798523,356,nan,0
"赵鹏飞",0.2725290133665226,-0.0516,0.10699831525826632,2.5470402287055443,58.81104576634243,58.848157269181684,201,"20170320-20180110",831942149.33,2024328997.17,nan,0,0.2725290133665226,201,0.2725290133665226,201,nan,0
"邓时锋",0.08300565463880889,-0.2097,0.18070562029414158,0.4593418539152095,40.375527580579124,68.37085024515788,575,"20150901-20180110",139928807.19,279834330.58,nan,0,0.08300565463880889,575,0.16573381556815672,476,nan,99
"邬炜",0.06744790644717547,-0.2248,0.2924052116266716,0.23066588338818525,36.712894241015114,72.62882335980733,593,"20150806-20180110",121564414.18,239365803.11,nan,0,0.06744790644717547,593,0.0483153586734676,476,nan,117
"邱杰",0.07118886015131656,-0.3225,0.30309835604544183,0.23487049247025152,23.66626642478837,60.745836562580536,732,"20150113-20180110",1105510167.77,1807173747.84,nan,106,0.19309744027324735,626,-0.07597515840774302,576,0.6145636979078437,156
"邱璟旻",nan,-0.0715,0.09177517958134493,nan,nan,nan,103,"20170810-20180110",488908498.27,489357921.71,nan,0,nan,103,nan,103,nan,0
"邵卓",0.10763916752408711,-0.1587,0.2667357496996228,0.40354233598346684,36.88690122961998,65.26740169525146,687,"20150324-20180110",814556098.04,3422248339.42,nan,61,0.14253820641654882,626,0.0050023766729158795,531,0.45699901330595855,156
"邵骥咏",0.05077314515270578,-0.1631,0.18935774423665852,0.2681334495052376,39.57211620807648,nan,534,"20100608-20120818",565542331.24,707852912.42,nan,93,0.10441279854260722,441,nan,0,0.05077314515270578,534
"郑川江",0.056061107751047126,-0.135,0.16349202783989433,0.34289811247522756,38.22173251211643,68.06023812294006,636,"20150605-20180110",519501889.93,811851217.88,nan,10,0.06115580356878907,626,0.041734914963009094,480,0.10014170094501046,156
"郑泽鸿",0.053237898881892516,-0.1264,0.1492138798975441,0.3567891868936568,nan,nan,149,"20170607-20180110",1483098357.35,1484782286.04,nan,0,0.053237898881892516,149,0.053237898881892516,149,nan,0
"郑煜",-0.0850086835737602,-0.1459,0.0916158286358257,-0.9278820574954465,28.175604939460754,75.55537188053131,326,"20160907-20180110",874549527.38,1328171545.32,nan,0,-0.0850086835737602,326,-0.0850086835737602,326,nan,0
"郑磊",0.08859411956359148,-0.165,0.20780969224549126,0.42632332787891736,42.769184827804565,80.45109394937754,591,"20150609-20171108",65831420.78,71407043.4,nan,8,0.07697562390056187,583,0.05124261493291965,435,0.19274735362988818,156
"郝康",0.19313456228364193,-0.0548,0.12538892386612782,1.5402840723782198,52.702409744262695,nan,251,"20161230-20180110",1750565494.46,2255428215.85,nan,0,0.19313456228364193,251,0.19313456228364193,251,nan,0
"郭世凯",-0.02795869017423522,-0.0577,0.07427622693133168,-0.37641505673252645,30.8162602186203,71.09958148002625,198,"20170323-20180110",2222706611.48,2355637713.95,nan,0,-0.02795869017423522,198,-0.02795869017423522,198,nan,0
"郭东谋",0.03906162396815549,-0.1426,0.17794388327754893,0.21951653099100302,54.57103291153908,82.1440013051033,718,"20150202-20180110",1946347266.9,3705178807.23,nan,92,0.07030414113968264,626,0.04156415891135017,562,0.030046081416390022,156
"郭党钰",0.040472820704878766,-0.1829,0.2667855732463011,0.15170543224057154,46.64686352866037,68.63872459956578,624,"20150624-20180110",368255124.7,694717196.35,nan,0,0.040472820704878766,624,-0.05477345997116846,476,0.3468054531494631,148
"郭堃",0.11939720653237218,-0.0659,0.17762071621105993,0.6722031589518929,31.419432282447815,66.05597791671752,532,"20151110-20180110",702526397.99,1179854863.91,nan,0,0.11939720653237218,532,0.04594846941661861,476,nan,56
"郭晨",0.05613620930312692,-0.2068,0.3061771182646358,0.1833455407160999,41.88086988244738,74.38969779014587,634,"20150609-20180110",1162117494.945,3477750501.27,nan,8,0.035820161136289844,626,-0.020218462200004124,478,0.2900947540370803,156
"鄢耀",0.029884283185072864,-0.2525,0.16599505040977394,0.18003117027466048,41.42450234293938,69.37363094091415,690,"20150319-20180110",1265742273.89,4308501079.02,nan,64,0.09891462744969584,626,-0.020831083428952304,534,0.2034868842869285,156
"金昉毅",0.17968278968464177,-0.1108,0.11356986674839806,1.5821343709305378,9.831773832440376,60.60937011241913,647,"20150521-20180110",1223650768.21,3088277856.38,nan,21,0.14789582356324216,626,0.08485139865170468,491,0.47815851402548937,156
"金笑非",-0.05849634241934019,-0.1617,0.1048870276231026,-0.5577080764414347,47.419108748435974,84.04546689987183,379,"20160624-20180110",1653507177.14,1905492540.87,nan,0,-0.05849634241934019,379,-0.05849634241934019,379,nan,0
"钟贇",0.09181899753252211,-0.0839,0.092363803575143,0.99410152005945,37.727946639060974,70.24519193172455,219,"20170222-20180110",1739726682.45,2046935145.85,nan,0,0.09181899753252211,219,0.09181899753252211,219,nan,0
"钱亚风云",0.15465689144858452,-0.1838,0.258666939828932,0.5978997221325076,40.48001039028168,71.89900374412537,520,"20151126-20180110",147809619.56,243518229.31,nan,0,0.15465689144858452,520,0.03856029098029963,476,nan,44
"钱斌",-0.14131959881475525,-0.1418,0.126121160036134,-1.1205066522879021,54.05471118291219,68.47251272201538,209,"20131029-20140829",2158094274.16,2803608579.58,-0.14131959881475525,209,nan,0,-0.14131959881475525,209,nan,0
"钱钧",0.07830190804025323,-0.0587,0.09347747942993995,0.8376553210224225,34.59623222691672,63.541484355926514,750,"20101207-20140109",8895205360.37,12965868550.85,0.07624442115684872,223,0.07917253341975841,527,0.08002156673560205,266,0.0773568063605781,484
"闫思倩",nan,-0.1015,0.036605150629206835,nan,nan,nan,60,"20171017-20180110",1511003114.72,1511003114.72,nan,0,nan,60,nan,60,nan,0
"陈一峰",0.12028071238651236,-0.1975,0.1538631112421906,0.7817384648954788,31.899693260590237,72.10731674234073,912,"20140421-20180110",168001251.01500002,3443469728.13,-0.10124722357682926,241,0.19984588759838295,671,0.06383717211484115,756,0.3938147921646111,156
"陈勤",nan,-0.1167,0.16468087357166247,nan,nan,nan,63,"20150323-20150619",2932729367.39,3344967189.67,nan,62,nan,1,nan,56,nan,7
"陈嘉平",-0.037190189784704356,-0.2647,0.1797637430120856,-0.20688370836940154,53.92629175186157,74.78088970184326,318,"20131213-20150403",822707168.42,1139332499.57,0.09906146302218555,273,nan,45,-0.037190189784704356,318,nan,0
"陈小鹭",-0.06157226623170807,-0.1629,0.1442825606377247,-0.4267478062460248,40.48568948109945,78.28805176417033,317,"20160922-20180110",2685703686.97,3430519561.93,nan,0,-0.06157226623170807,317,-0.06157226623170807,317,nan,0
"陈少平",-0.20398685872321784,-0.4256,0.22965518376638408,-0.8882310226044048,36.68873119354248,nan,435,"20061201-20180110",4192882216.72,10419070915.85,-0.8132881136589669,184,0.24267222856035878,251,-0.34580816575923606,298,0.10450036388067559,137
"陈平",-0.04323090247398937,-0.2471,0.2512980058818062,-0.17203042388773393,37.98326679638454,83.03900166920253,601,"20150725-20180110",746341562.35,1226057239.94,nan,0,-0.04323090247398937,601,-0.10090413723591089,476,0.17638877549940762,125
"陈思郁",0.003280746943837358,-0.0736,0.10878104195162362,0.030159179255668002,35.31417918205261,77.20721566677094,301,"20161021-20180110",1040705992.19,1113882614.37,nan,0,0.003280746943837358,301,0.003280746943837358,301,nan,0
"陈明星",0.010438896678237265,-0.1287,0.1315951582091864,0.07932584162134124,7.568966332823038,62.30853199958801,790,"20120307-20150608",40307576.71,267612559.17,0.08337144869306061,521,-0.1308170869638554,269,0.013971090461940052,609,-0.0014456669365416632,181
"陈桥宁",-0.1843929943833734,-0.2341,0.1554764702261471,-1.1859864976042096,54.41013164520264,79.63931818008423,326,"20130724-20141124",961709936.9,1168865832.88,-0.16573004444031383,308,nan,18,-0.1843929943833734,326,nan,0
"陈璇淼",nan,-0.036,0.039647617408285575,nan,nan,nan,29,"20171129-20180110",688597270.81,690690000.8,nan,0,nan,29,nan,29,nan,0
"陈逊",0.005796133555652578,-0.1433,0.13994204442123084,0.04141809975425253,40.46645200252533,66.4065191745758,296,"20140414-20150626",279601352.89,494145880.03,0.12877728730630453,246,nan,50,0.044883100179300736,285,nan,11
"陈鹏",-0.14572386136933713,-0.2396,0.09621819596213445,-1.5145145875181973,45.7600132226944,88.618408203125,306,"20161014-20180110",1735818822.13,2266834734.81,nan,0,-0.14572386136933713,306,-0.14572386136933713,306,nan,0
"陶灿",0.059339286880265206,-0.2135,0.2227815327308359,0.2663563992620465,36.81392793763768,64.75057774240321,897,"20140514-20180110",186133118.27,453122030.08,0.010643020891290869,226,0.07574071178862318,671,0.019308186779413594,741,0.24948701235931042,156
"陶羽",0.02907320378287722,-0.0889,0.07737052128538204,0.37576590282544925,13.924517345428466,71.54336857795715,327,"20160301-20170701",9914001378.78,12129259589.23,nan,0,0.02907320378287722,327,0.02907320378287722,327,nan,0
"雷俊",0.13497709849016098,-0.2209,0.3397062097416101,0.39733479877458905,7.537585743835995,67.15044815199715,579,"20150629-20171109",433045702.89,1423139636.11,nan,0,0.13497709849016098,579,0.014177667565645183,434,0.4965422917400907,145
"雷鸣",0.05401967217317452,-0.184,0.23375997219515457,0.2310903430809625,42.15140554308891,67.4967151582241,377,"20151202-20170620",2558950555.7,2909646984.02,nan,0,0.05401967217317452,377,-0.06285346693213106,337,nan,40
"韩冬燕",0.17828058211379985,-0.0653,0.16068151889353122,1.109527613016466,49.278687953948975,67.56183675924937,535,"20151105-20180110",127532073.6,377060225.66,nan,0,0.17828058211379985,535,0.1376818350190677,476,nan,59
"韩冰",0.027168451878914167,-0.2755,0.2745846650270016,0.0989438061890402,28.612849990526836,70.49212781588237,494,"20150619-20170629",2997752494.87,8443986334.2,nan,0,0.027168451878914167,494,-0.15120930477291625,344,0.43624810713377854,150
"韩林",-0.022789777996733686,-0.0577,0.07438910214704239,-0.30635909479974516,30.8162602186203,71.09958148002625,200,"20170321-20180110",2222706611.48,2355637713.95,nan,0,-0.022789777996733686,200,-0.022789777996733686,200,nan,0
"韩贤旺",0.03670752375720661,-0.4322,0.4090812922597486,0.0897316119112554,40.05382982889811,77.82501747873094,756,"20141208-20180110",4574628132.93,7546467625.48,nan,112,-0.051384310304695854,644,0.08641892506999407,600,-0.15449017359966796,156
"顾中汉",-0.013309809671719311,-0.3438,0.20954080487286386,-0.06351893932923883,36.11689707636833,61.97650143504143,636,"20140820-20170330",405425721.62,765908591.92,0.29661493495117686,157,-0.11489265916189613,479,-0.09520881920349371,480,0.23868714273374025,156
"顾耀强",0.10212507431798523,-0.097,0.15604348543220578,0.6544654782294914,48.98889640967051,nan,356,"20160727-20180110",1223819751.2,1669479538.0,nan,0,0.10212507431798523,356,0.10212507431798523,356,nan,0
"颜媛",0.041496653106319746,-0.1484,0.21661397315656125,0.191569604220903,38.59920290538243,71.43512105941772,528,"20150323-20180110",1834702893.7,3983179594.81,nan,62,0.0911616056505106,466,-0.020918387649777184,372,0.19033251952470467,156
"饶玉涵",0.15813579564398164,-0.072,0.10375309226017618,1.5241550126277954,40.64573683738708,70.10054683685303,490,"20160108-20180110",139928807.19,246732989.81,nan,0,0.15813579564398164,490,0.16573381556815672,476,nan,14
"马君",nan,-0.0656,0.06735128794849742,nan,nan,nan,77,"20170915-20180110",19752202.825,22694276.33666667,nan,0,nan,77,nan,77,nan,0
"马志强",0.007376654855402354,-0.2552,0.13282429374217986,0.05553694017542375,30.16437429189682,73.99605528513591,882,"20110802-20150325",1331245246.21,2582999858.71,-0.05703218109978008,470,0.0808527541246637,412,-0.06865678967946028,558,0.13832314266544332,324
"高源",nan,-0.0254,0.048899199237960475,nan,nan,nan,40,"20171114-20180110",463648514.73,463648514.73,nan,0,nan,40,nan,40,nan,0
"魏伟",0.08553436645790471,-0.2754,0.4163503238052618,0.2054384530703798,69.85289108753204,78.17259865999222,695,"20150312-20180110",3242244566.03,7907120775.99,nan,69,0.11926471697605392,626,0.0295281085720631,539,0.27904316774296084,156
"魏晓雪",0.10635356622109256,-0.0972,0.10169260663080978,1.0458338097990167,24.057140350341797,61.06515312194824,415,"20150520-20170125",1660239365.81,3218883282.26,nan,22,0.09409663206598681,393,0.13856039159983474,259,0.05288197793202724,156
"鲍无可",0.10435675132442408,-0.079,0.12841397804595614,0.8126588157488387,52.723693549633026,18.50336804240942,396,"20160528-20180110",5639082881.09,6487960848.35,nan,0,0.10435675132442408,396,0.10435675132442408,396,nan,0
"黄一明",-0.0017386515984227212,-0.2584,0.2362730258388418,-0.007358654642229997,47.84693902730942,68.98504287004471,556,"20141219-20170331",347745703.87,1856442397.43,nan,112,0.0027016054691746034,444,-0.0056734514525339655,400,0.008350578796734287,156
"黄安乐",-0.0947810980378111,-0.3318,0.29803668485072693,-0.31801822680078007,52.949239095052086,75.99417891140328,789,"20141022-20180110",2155349535.84,4598859583.6,nan,118,-0.17730950030493509,671,-0.08233472569363347,633,-0.14528464735745455,156
"黄栋",nan,-0.0457,0.048032905164577575,nan,nan,nan,94,"20170823-20180110",568245598.62,568245598.62,nan,0,nan,94,nan,94,nan,0
"黄立华",nan,-0.1725,0.21230143331238827,nan,nan,nan,76,"20150807-20151201",224616753.62,224723362.19,nan,0,nan,76,nan,0,nan,76
"黄艳芳",-0.09793888854615523,-0.1886,0.10364626237564138,-0.9449341085855936,20.626851121584576,66.13177522023518,335,"20160825-20180110",17237386.11,490178712.225,nan,0,-0.09793888854615523,335,-0.09793888854615523,335,nan,0
"黄韵",0.08184121935025529,-0.0846,0.08404093038987676,0.973825717666181,58.136693358421326,85.10614913702011,205,"20170314-20180110",44419175.43,110953682.05,nan,0,0.08184121935025529,205,0.08184121935025529,205,nan,0
"黎海威",0.12178253608995869,-0.1722,0.21296276146518872,0.5718489713980606,20.582126423716545,69.31927505135536,716,"20150204-20180110",822147938.78,1905406213.4675,nan,90,0.10080028643049639,626,0.1291758929991842,560,0.09524228051838006,156
"齐海滔",-0.01225226302028805,-0.315,0.2632107741315735,-0.04654924579251229,44.69550008773804,90.07060230970383,833,"20140813-20180110",1573732155.66,2139657260.87,0.15481666720304263,162,-0.052587831867053576,671,-0.047343290563675235,677,0.1400337988186424,156
"龙昌伦",0.0028535521588502638,-0.0746,0.04955499958712423,0.0575835371329858,13.599244236946106,66.76826190948486,138,"20170622-20180110",549941415.7,619870944.9,nan,0,0.0028535521588502638,138,0.0028535521588502638,138,nan,0
